97,102
234,150
131,119
120,67
214,149
31,151
87,72
94,215
149,133
217,252
51,93
162,246
60,225
90,48
39,129
201,138
173,84
109,85
12,223
149,160
4,227
132,12
106,178
104,31
201,239
2,221
176,53
73,50
153,71
83,111
149,116
11,46
23,147
252,84
85,101
234,152
117,142
116,248
61,244
233,15
249,87
1,11
159,60
204,91
33,171
85,114
41,164
109,75
205,252
71,184
22,210
126,233
91,97
28,41
26,81
157,9
150,249
20,251
150,2
81,232
139,247
116,1
61,151
104,113
204,109
207,82
145,169
189,246
115,253
104,139
180,200
123,114
107,80
190,91
66,243
163,227
14,217
73,195
30,146
213,214
50,110
71,55
216,102
201,22
22,83
155,168
116,106
128,122
226,202
134,182
23,236
223,119
237,185
41,42
127,180
96,93
128,1
19,247
10,92
153,145
106,108
242,170
94,95
68,243
195,96
209,15
108,130
133,193
27,84
9,44
208,83
75,210
135,206
171,54
211,184
77,115
232,150
31,123
226,232
68,57
253,83
84,102
85,128
93,164
250,184
186,114
197,179
31,152
156,232
231,169
122,235
166,51
147,191
135,189
32,133
245,196
144,221
108,120
117,198
120,18
181,103
26,79
10,168
153,110
217,108
30,157
169,149
201,164
204,217
218,124
187,1
218,234
139,175
95,13
222,215
4,186
80,78
122,141
231,100
222,190
128,1
181,112
103,107
173,107
77,102
132,69
71,236
81,108
140,154
87,54
218,235
151,64
249,222
251,216
26,91
138,214
251,125
95,160
145,60
198,169
91,215
232,170
57,191
92,79
111,148
128,75
24,255
51,68
89,38
186,86
167,21
232,216
170,123
200,127
204,183
55,152
46,73
242,104
46,85
107,110
52,182
219,137
90,25
43,121
240,49
211,23
13,27
50,80
7,63
132,214
130,105
133,11
62,135
76,53
101,241
8,47
201,77
97,116
30,217
120,209
56,187
106,55
138,33
234,204
94,91
2,24
73,122
253,80
205,105
222,94
18,243
173,120
13,22
188,134
192,13
146,139
51,136
75,113
90,134
234,24
180,83
196,205
105,45
186,228
170,71
132,167
253,141
134,181
234,63
117,239
25,229
89,242
247,143
169,109
13,49
116,157
82,91
53,95
128,21
218,40
24,19
89,59
83,82
127,108
48,140
143,80
187,82
81,165
148,205
230,149
243,31
87,25
251,66
10,92
185,101
38,85
0,79
75,125
132,152
111,173
38,47
127,75
244,138
194,178
152,144
184,87
170,37
1,216
219,120
118,72
60,130
1,118
224,57
74,121
134,59
25,174
16,59
226,2
234,23
87,199
189,229
77,63
178,150
17,157
154,101
5,35
30,171
65,192
5,199
99,240
27,88
37,49
123,186
129,140
143,13
9,15
238,22
235,243
240,52
62,247
41,193
245,108
216,175
3,66
188,153
126,45
23,167
107,74
23,84
139,127
174,82
231,33
38,1
227,127
197,24
65,191
187,218
23,187
209,158
211,214
250,249
194,126
82,202
233,153
137,229
5,47
178,71
22,83
59,55
100,64
252,231
230,120
117,149
213,65
63,69
171,15
247,184
211,170
48,0
62,90
212,35
170,63
105,74
183,59
120,203
187,250
162,104
192,8
14,201
101,151
167,41
110,175
219,195
208,247
144,67
17,231
207,83
106,71
9,73
8,102
239,211
64,59
95,103
27,209
57,106
4,67
178,235
172,230
114,26
82,190
240,220
126,130
77,101
57,145
157,132
241,109
106,90
87,103
244,79
18,175
242,237
111,167
173,160
132,59
233,170
160,197
83,4
14,255
177,254
233,80
223,18
125,83
173,61
252,100
37,142
32,231
245,89
216,94
246,234
215,199
123,201
116,229
186,105
90,236
187,1
189,69
21,215
231,13
1,253
176,99
248,188
3,164
3,1
193,100
213,219
201,0
43,2
223,217
177,27
145,3
55,93
122,169
25,250
190,227
190,122
45,20
122,163
23,37
166,18
127,75
144,151
89,12
175,241
237,208
123,65
140,8
59,232
74,32
216,49
17,52
243,158
204,185
150,221
183,2
187,33
246,26
250,90
149,226
223,235
176,176
18,108
99,255
197,61
71,28
65,90
103,187
49,190
228,150
67,181
105,200
112,146
94,150
90,138
86,37
210,63
250,71
223,218
231,139
71,78
125,224
74,229
173,99
113,124
234,106
123,204
93,90
194,28
200,148
158,155
14,207
199,238
106,6
48,87
196,232
181,106
131,190
124,96
62,64
235,231
148,167
27,196
208,253
168,114
53,70
192,182
183,190
35,116
13,180
220,206
155,69
160,19
232,188
88,179
143,103
198,133
15,196
137,5
92,82
145,192
229,130
241,90
217,165
43,66
9,146
158,130
34,233
177,60
182,77
93,186
175,74
61,129
180,37
70,119
210,64
175,69
237,152
97,15
252,221
254,31
47,35
14,197
102,51
104,185
63,122
26,200
255,235
56,12
29,116
53,216
94,116
121,63
76,208
110,17
149,233
104,246
129,67
30,196
171,86
39,161
18,18
12,253
193,161
60,88
34,87
93,215
172,106
182,53
186,81
80,85
11,201
176,243
9,101
164,163
165,12
144,83
93,252
238,157
129,154
166,88
182,25
128,11
248,108
55,86
21,11
245,114
67,20
41,16
134,187
199,193
203,169
225,191
7,199
140,213
67,119
172,239
176,133
209,46
168,253
23,92
7,79
207,50
137,73
0,38
77,247
33,86
82,123
219,241
224,244
158,218
54,177
66,109
99,203
241,244
46,150
209,161
155,154
161,147
67,255
140,186
57,204
220,108
121,134
189,237
14,17
235,158
150,40
59,147
182,155
33,105
230,37
69,125
127,68
237,108
216,231
14,43
200,6
202,201
28,240
229,48
80,198
75,47
150,181
8,244
13,49
15,133
149,97
57,130
6,137
214,88
229,47
106,207
127,251
95,39
227,108
161,220
66,67
153,125
173,29
10,185
104,239
128,51
63,63
180,24
42,0
47,124
98,4
114,216
101,60
151,62
111,234
101,110
224,243
210,154
230,143
57,220
203,54
21,143
73,215
17,172
72,148
216,153
1,149
24,86
243,32
87,206
4,181
54,196
167,200
225,89
2,22
147,230
71,135
127,226
253,228
11,37
225,97
115,96
82,36
241,62
220,220
198,243
32,104
34,171
119,106
117,65
48,69
243,7
24,112
213,133
171,250
145,152
43,230
20,239
27,51
9,131
91,224
69,24
143,238
62,243
190,1
58,206
40,205
17,22
205,248
119,37
122,226
179,95
191,84
39,77
139,140
250,83
98,235
127,79
18,32
46,7
231,97
153,178
85,114
239,33
225,89
89,92
38,248
223,60
24,55
16,157
143,143
63,91
145,208
93,195
50,125
145,163
161,65
170,228
94,85
98,152
26,81
58,217
7,207
58,183
79,181
244,233
88,134
238,213
29,193
169,230
92,25
92,93
138,100
58,226
146,186
201,229
12,159
35,24
54,37
202,249
255,119
132,147
7,134
63,62
17,187
130,171
135,230
79,98
221,112
214,57
213,180
105,160
213,245
225,82
122,72
77,74
31,39
105,145
69,114
19,13
2,108
176,14
119,155
46,3
160,154
70,231
55,61
209,225
137,127
179,73
164,127
115,230
77,33
184,30
177,30
147,6
197,254
122,159
211,65
3,102
178,157
197,255
249,55
124,17
229,14
177,21
249,173
143,172
203,78
65,208
226,64
211,113
17,44
247,176
23,172
220,140
107,179
102,32
23,98
251,112
3,27
215,174
178,17
91,35
48,139
150,231
165,220
200,205
90,110
104,124
136,135
252,35
104,15
94,120
125,76
26,173
23,163
80,101
235,78
13,168
28,255
129,130
103,11
222,125
109,61
206,251
117,196
98,191
202,160
82,221
249,202
142,160
173,248
48,124
62,214
186,144
68,20
224,78
97,62
122,168
21,121
145,113
73,158
87,189
186,44
42,229
232,141
226,251
53,250
66,72
107,136
111,87
14,8
3,88
212,127
86,249
154,212
99,127
184,134
11,64
114,35
156,90
67,188
126,63
137,199
129,255
118,18
236,140
185,17
66,188
196,149
2,153
132,194
34,40
72,33
224,54
110,215
137,35
78,244
183,194
16,85
168,50
83,98
118,173
158,30
52,42
31,140
47,76
92,176
51,195
213,9
170,44
228,100
141,77
194,72
165,60
67,130
201,105
132,37
102,73
42,104
110,227
177,37
105,87
51,238
100,173
78,54
157,7
212,183
141,166
173,58
189,3
3,181
202,186
210,60
224,231
26,53
80,189
163,138
237,164
186,121
63,143
212,80
44,157
171,56
6,205
58,236
0,155
14,49
201,103
42,194
150,184
180,87
180,1
22,21
54,60
50,18
1,44
196,165
194,195
174,224
113,162
179,18
142,132
244,62
117,156
20,196
160,33
165,0
118,117
49,170
44,87
97,31
202,3
197,148
9,237
48,117
135,155
197,81
141,169
152,163
199,124
119,220
218,161
119,13
144,108
169,78
109,35
132,183
220,184
135,5
249,213
161,16
192,94
219,16
244,12
98,176
243,173
0,86
235,49
61,147
198,96
138,32
101,173
45,33
252,28
212,171
24,4
211,242
173,72
140,105
252,230
88,200
125,203
44,64
233,31
43,202
81,76
115,112
254,215
115,178
237,39
189,55
126,84
45,102
31,55
33,172
221,129
4,139
83,222
3,156
252,243
28,92
231,179
148,66
243,26
75,78
183,35
57,248
179,15
75,91
115,157
216,180
73,188
233,129
153,62
239,92
157,211
228,157
45,85
33,8
188,250
9,223
138,196
190,58
151,212
37,234
115,90
73,87
106,191
96,38
146,69
110,100
96,117
162,35
111,207
199,202
233,242
155,93
24,233
252,184
137,139
9,242
56,185
45,223
98,20
253,37
163,131
61,19
135,155
223,139
21,184
70,77
69,79
148,102
151,241
8,147
217,195
229,19
232,63
13,102
67,245
239,147
62,58
80,210
97,154
148,108
81,79
233,42
145,61
9,123
41,91
61,243
221,139
183,68
58,192
40,137
238,149
172,47
169,202
27,182
130,70
227,250
28,73
138,204
173,175
12,234
199,92
21,192
144,2
143,108
94,50
22,38
188,87
71,194
164,98
120,246
37,32
58,57
0,25
8,241
61,0
106,94
68,179
164,128
189,206
21,219
85,98
103,55
252,216
147,130
88,36
165,177
124,66
96,89
73,134
225,186
205,210
92,186
70,180
48,139
8,52
119,152
246,157
100,201
123,16
49,16
116,212
137,194
239,232
155,214
248,194
35,220
184,226
109,81
68,9
226,242
138,101
13,47
96,187
66,166
62,5
81,121
66,155
59,212
164,15
38,243
116,76
213,164
203,139
217,233
119,10
19,249
233,204
173,221
106,164
206,39
219,84
173,72
254,90
91,142
199,229
150,77
227,100
141,133
178,87
242,147
210,85
228,91
151,213
131,227
74,133
159,142
243,241
148,201
247,10
9,206
26,169
21,155
80,12
57,206
52,248
90,20
168,37
111,156
1,83
219,180
8,228
9,120
163,100
52,242
194,5
122,123
201,55
74,248
7,211
124,140
64,2
212,215
178,64
208,200
16,195
119,158
192,101
51,41
172,19
85,55
12,185
12,75
199,216
114,241
247,117
149,59
77,216
16,111
214,195
220,87
215,117
186,214
0,175
94,101
158,23
79,196
242,188
128,92
163,56
19,241
1,99
38,132
32,94
240,202
181,152
167,223
2,91
164,179
106,82
66,181
210,64
45,167
32,88
0,51
105,129
136,233
84,138
189,14
228,143
72,154
189,201
183,23
244,111
4,198
115,5
230,42
159,205
42,100
75,135
48,229
192,85
56,155
140,108
59,237
22,238
135,46
214,101
189,229
209,25
97,145
116,143
131,132
218,162
120,73
42,113
91,131
149,167
13,176
144,178
170,203
219,94
232,23
235,158
14,166
21,202
93,32
146,103
68,194
103,142
88,244
203,194
235,132
148,216
97,113
234,47
146,184
193,206
222,149
62,20
231,92
106,232
217,189
254,231
214,197
180,184
196,106
161,149
201,10
94,146
69,214
21,186
185,68
162,21
195,196
48,46
203,198
107,16
130,220
148,4
145,122
191,26
34,230
12,228
61,162
124,43
43,61
24,21
229,239
148,8
235,118
242,220
100,20
50,122
191,68
192,218
85,149
48,2
95,21
220,58
106,220
21,232
49,130
59,54
182,159
70,164
58,50
133,18
24,182
193,234
81,233
31,165
110,24
44,95
63,81
251,175
231,137
219,53
126,76
247,99
11,92
27,103
23,112
2,94
187,165
153,58
95,246
25,14
223,137
241,58
27,28
185,207
89,54
18,94
13,249
205,205
192,57
81,21
240,108
221,87
89,250
55,150
101,209
135,17
85,28
248,95
224,34
119,95
187,117
169,173
204,133
176,252
197,102
62,224
236,66
141,227
58,36
221,193
126,15
252,47
51,114
6,126
220,27
61,200
113,201
59,222
18,191
73,197
201,237
156,126
193,102
3,30
26,79
180,83
92,239
21,60
41,219
73,191
169,189
7,60
3,11
213,60
123,120
38,21
243,142
119,5
83,16
114,76
163,29
56,14
126,7
128,101
254,228
115,95
228,18
46,15
252,94
89,150
190,173
239,186
88,115
190,68
207,157
54,14
12,28
171,67
149,21
92,117
42,83
13,52
56,190
158,154
171,14
102,135
164,92
31,236
35,23
16,21
10,185
70,50
199,115
57,5
218,54
102,86
55,81
76,19
19,206
224,207
195,203
183,163
35,90
222,102
109,14
71,94
253,178
148,148
211,120
98,245
89,35
77,177
210,79
76,152
147,246
162,114
3,158
9,62
190,201
110,72
116,105
9,112
22,189
127,2
200,171
41,40
132,54
126,198
69,134
122,181
201,254
9,26
26,176
116,170
19,145
147,127
191,125
234,192
210,209
6,227
246,165
178,173
218,113
12,81
53,144
124,208
104,25
30,174
15,5
245,27
111,46
13,228
211,228
185,185
2,43
19,102
177,219
31,163
243,190
67,208
6,210
185,222
142,44
17,75
105,235
71,125
198,195
118,100
130,254
124,243
198,44
246,16
24,39
148,169
6,90
84,9
56,255
116,231
152,44
82,118
79,18
245,215
20,133
161,24
1,33
226,197
127,234
192,17
156,198
76,99
199,233
245,25
1,197
212,183
95,90
42,22
32,62
88,126
82,217
82,236
246,99
173,187
5,221
29,144
188,44
137,106
202,158
167,157
18,188
124,194
179,242
144,176
65,85
24,86
239,54
58,35
207,159
37,67
243,159
137,245
181,97
98,226
117,168
10,58
211,142
157,236
192,183
43,185
202,204
88,106
76,78
180,95
100,137
43,170
15,131
132,118
150,112
104,143
200,248
153,90
241,11
89,121
225,202
103,42
107,158
50,160
228,239
146,102
99,203
215,86
153,48
202,233
76,179
12,186
141,37
130,195
65,153
36,245
77,6
30,166
112,11
220,179
174,106
90,179
5,207
220,172
102,111
241,199
154,128
12,141
70,127
10,62
66,41
119,192
163,51
120,88
106,9
20,38
70,134
213,89
222,241
48,72
232,192
10,227
4,163
97,68
42,25
163,45
143,72
2,148
231,184
81,44
220,131
131,134
69,80
193,152
146,121
71,123
230,47
48,237
137,222
197,149
249,174
152,245
196,205
203,225
53,73
110,77
247,202
77,59
112,165
129,120
239,165
238,62
187,105
61,183
98,37
34,108
207,7
246,31
244,200
187,184
41,58
192,18
207,72
12,22
133,26
8,85
130,237
128,123
187,12
218,96
63,146
14,71
145,185
251,104
203,248
152,238
134,55
155,63
164,196
72,224
219,159
136,189
225,99
86,92
70,107
154,164
